rank,date,prediction_date,code,name,price,change_pct,score,context_source,ret_1d,ret_3d,ret_5d,ret_10d,ret_20d,volume_5_vs_20,close_above_ma20,ma5_gt_ma10,ma10_gt_ma20,near_high20_pct,above_low20_pct,up_days_5,volatility_10d,amplitude_1d,market_first_count,market_2plus_count,market_zt_count,prev_market_first_count,prev_market_2plus_count,prev_market_1to2_rate,open_gap_pct,open_gap_band_high,open_gap_band_mid,open_gap_band_low,open_to_close_pct,lower_wick_ratio,intraday_pullback_pct,open_position_in_day,amplitude_vs_20d,volume_vs_20d,near_limit_open,close_near_high
1,2026-09-23,2026-09-24,600371,万向德农,17.28,9.993634627625724,0.21891221355127635,previous_trading_day_state,9.993634627625724,12.207792207792224,21.518987341772156,12.207792207792224,81.13207547169814,1.209277573252247,1,1,1,0.0,64.72831267874166,3,6.954586055284678,14.930555555555566,32,12,44,36.0,23.0,0.08333333333333333,-2.0369191597708447,0,0,1,12.280701754385959,0.2674418604651166,4.69387755102042,0.2674418604651166,1.6247843427637025,1.2239348620815167,0,1
2,2026-09-23,2026-09-24,002849,威星智能,23.0,9.995217599234806,0.21750753584913232,previous_trading_day_state,9.995217599234806,13.188976377952756,27.777777777777768,27.071823204419875,24.9321021184139,1.893326577037711,1,1,1,0.0,35.53329404832057,5,8.181984913616871,9.173913043478258,32,12,44,36.0,23.0,0.08333333333333333,2.630320420851273,0,0,1,7.176141658900281,0.2701421800947869,2.7285782671134573,0.2701421800947869,2.0089823059234364,1.8591711405022524,0,1
3,2026-09-23,2026-09-24,600293,三峡新材,3.7,10.119047619047628,0.20799850136451822,previous_trading_day_state,10.119047619047628,10.778443113772473,19.741100323624615,22.51655629139073,28.472222222222232,1.7644395842147016,1,1,1,0.0,27.586206896551737,3,5.318490424401317,12.162162162162167,32,12,44,36.0,23.0,0.08333333333333333,-1.4880952380952328,0,0,1,11.782477341389729,0.1333333333333334,1.846153846153853,0.1333333333333334,2.5876643102572436,1.1497857996227043,0,1
4,2026-09-23,2026-09-24,603803,瑞斯康达,12.87,10.000000000000009,0.15918216332685062,previous_trading_day_state,10.000000000000009,9.53191489361702,10.662080825451415,14.808206958073121,15.945945945945939,0.9153012605471259,1,1,1,0.0,19.166666666666643,3,3.53309866016501,11.888111888111883,32,12,44,36.0,23.0,0.08333333333333333,-0.2564102564102555,0,0,1,10.282776349614387,0.21568627450980407,2.910052910052907,0.21568627450980407,2.7957475844091486,1.0934999985402103,0,1
5,2026-09-23,2026-09-24,002119,康强电子,26.92,10.012259910094002,0.15704338939409795,previous_trading_day_state,10.012259910094002,8.460918614020962,8.54838709677419,17.349607672188316,19.59129275877387,1.29008071989378,1,1,1,0.0,22.97852900867976,2,4.060631998784765,10.401188707280834,32,12,44,36.0,23.0,0.08333333333333333,1.6346546791990324,0,0,1,8.242862887012459,0.2678571428571428,3.109452736318419,0.2678571428571428,2.275911539753519,1.6997166330761182,0,1
6,2026-09-23,2026-09-24,002909,集泰股份,7.54,10.072992700729944,0.1470142347254036,previous_trading_day_state,10.072992700729944,16.17873651771957,15.821812596006147,-12.427409988385596,41.99623352165727,0.8279090945729966,1,0,0,-13.532110091743121,40.4096834264432,2,7.931666537982641,11.273209549071614,32,12,44,36.0,23.0,0.08333333333333333,0.0,0,0,1,10.072992700729944,0.18823529411764625,2.391629297458886,0.18823529411764625,1.5476222721697193,1.0650015613312926,0,1
7,2026-09-23,2026-09-24,600802,福建水泥,6.02,10.05484460694699,0.14425097983612348,previous_trading_day_state,10.05484460694699,4.878048780487787,0.0,12.31343283582087,27.542372881355924,1.2420944787661916,1,1,1,0.0,27.813163481953286,1,3.4958391841785197,10.96345514950165,32,12,44,36.0,23.0,0.08333333333333333,-0.3656307129798808,0,0,1,10.45871559633027,0.1363636363636363,1.679104477611948,0.1363636363636363,1.764685385632644,1.1592765708118593,0,1
8,2026-09-23,2026-09-24,603773,沃格光电,102.5,10.00214638334407,0.14357005113002186,previous_trading_day_state,10.00214638334407,8.926673751328384,10.691144708423339,19.172189280316232,9.837119588512655,1.6765840676427177,1,1,1,0.0,21.719510746942184,3,4.743232029875052,6.341463414634147,32,12,44,36.0,23.0,0.08333333333333333,3.0264005151319884,0,0,1,6.770833333333326,0.0,0.0,0.0,1.0044475563186062,2.235792061439079,0,1
9,2026-09-23,2026-09-24,603328,依顿电子,15.2,9.985528219971052,0.14269176878796544,previous_trading_day_state,9.985528219971052,14.97730711043872,6.219426974143949,25.619834710743806,41.263940520446084,1.409383037437127,1,1,1,0.0,45.038167938931295,3,5.464523742911371,9.539473684210522,32,12,44,36.0,23.0,0.08333333333333333,0.0,0,0,1,9.985528219971052,0.04827586206896574,0.5090909090909035,0.04827586206896574,1.7832755365026718,1.3999658680680744,0,1
10,2026-09-23,2026-09-24,603396,金辰股份,32.4,10.016977928692693,0.14248526939389763,previous_trading_day_state,10.016977928692693,14.730878186968832,21.575984990619148,13.884007029876976,13.924050632911378,0.9502784292328232,1,1,0,0.0,23.758594346829632,4,5.732628178634687,9.166666666666663,32,12,44,36.0,23.0,0.08333333333333333,0.0,0,0,1,10.016977928692693,0.006734006734006593,0.06795786612299182,0.006734006734006593,2.0839364431238994,0.8019826528594861,0,1
11,2026-09-23,2026-09-24,603373,安邦护卫集团股份,47.96,10.000000000000009,0.14027274352472915,previous_trading_day_state,10.000000000000009,17.606669936243247,15.427196149217814,20.62374245472838,19.333167454590704,1.3931235882575295,1,1,1,0.0,22.440643349502174,4,5.398931037894104,9.09090909090909,32,12,44,36.0,23.0,0.08333333333333333,0.3899082568807444,0,0,1,9.57276673520675,0.03899082568807379,0.3899082568807444,0.03899082568807379,2.311397223310074,2.1270655560964173,0,1
