rank,date,prediction_date,code,name,price,change_pct,score,ret_1d,ret_3d,ret_5d,ret_10d,ret_20d,volume_5_vs_20,close_above_ma20,ma5_gt_ma10,ma10_gt_ma20,near_high20_pct,above_low20_pct,up_days_5,volatility_10d,amplitude_1d,market_first_count,market_2plus_count,market_zt_count,prev_market_first_count,prev_market_2plus_count,prev_market_1to2_rate,open_gap_pct,open_gap_band_high,open_gap_band_mid,open_gap_band_low,open_to_close_pct,lower_wick_ratio,intraday_pullback_pct,open_position_in_day,amplitude_vs_20d,volume_vs_20d,near_limit_open,close_near_high
53,2026-09-18,2026-09-21,000410,沈阳机床,5.57,10.079,0.09334063660269024,10.079051383399218,14.139344262295083,10.297029702970306,4.699248120300759,9.645669291338589,1.3125107105324783,1,0,0,0.0,14.139344262295083,3,3.5217809221513052,9.874326750448844,62,11,73,61.51393899639226,12.789603148573303,0.16185320352130533,-0.19762845849802257,0,0,1,10.297029702970306,0.054545454545454924,0.5976095617529875,0.054545454545454924,4.044201019938008,3.6110807953368496,0,1
54,2026-09-18,2026-09-21,002029,七 匹 狼,9.0,10.024,0.09307420758871071,10.02444987775062,12.923462986198242,9.090909090909083,0.11123470522802492,2.857142857142847,0.9042485346822936,1,0,0,-3.3297529538131143,12.923462986198242,3,4.625492966720972,9.222222222222223,62,11,73,61.51393899639226,12.789603148573303,0.16185320352130533,0.0,0,0,1,10.02444987775062,0.01204819277108408,0.1223990208078396,0.01204819277108408,2.3466310918565476,2.0975743629387646,0,1
55,2026-09-18,2026-09-21,600577,精达股份,8.72,9.962,0.08843273388281277,9.962168978562435,10.379746835443049,8.728179551122217,9.273182957393477,0.6928406466512715,0.8590132912131101,1,1,0,0.0,10.379746835443049,2,2.564323782187803,8.715596330275236,62,11,73,61.51393899639226,12.789603148573303,0.16185320352130533,0.6305170239596647,0,0,1,9.273182957393477,0.026315789473684795,0.2512562814070307,0.026315789473684795,2.714502002987484,2.1191825355696463,0,1
56,2026-09-18,2026-09-21,000509,华塑控股,3.77,9.913,0.08759767109131386,9.912536443148689,10.882352941176476,8.022922636103136,6.798866855524088,12.874251497005984,1.2685246215443102,1,0,1,0.0,10.882352941176476,3,2.524217984800067,9.283819628647217,62,11,73,61.51393899639226,12.789603148573303,0.16185320352130533,0.8746355685131046,0,0,1,8.959537572254339,0.11428571428571435,1.1695906432748648,0.11428571428571435,2.985165529206111,3.5790232339934476,0,1
57,2026-09-18,2026-09-21,000002,万 科Ａ,3.32,9.934,0.0856997655206884,9.93377483443707,9.93377483443707,8.496732026143782,2.4691358024691246,7.792207792207795,0.9347893877021978,1,0,1,0.0,9.93377483443707,2,3.1488511339046377,9.337349397590364,62,11,73,61.51393899639226,12.789603148573303,0.16185320352130533,0.3311258278145601,0,0,1,9.570957095709565,0.0645161290322581,0.6644518272425293,0.0645161290322581,3.2808054507483297,2.9293469697104006,0,1
58,2026-09-18,2026-09-21,600847,万里股份,13.92,10.04,0.08568123029695413,10.039525691699591,19.38250428816466,14.473684210526304,9.779179810725559,8.411214953271017,1.6272130969801066,1,0,0,0.0,19.38250428816466,4,4.233638594531683,9.33908045977012,62,11,73,61.51393899639226,12.789603148573303,0.16185320352130533,-0.2371541501976382,0,0,1,10.301109350237713,0.0,0.0,0.0,2.240194677622149,3.9728518681673703,0,1
59,2026-09-18,2026-09-21,001233,海安集团,45.58,9.99,0.08559994789851222,9.990347490347485,9.593652320269275,8.67906533142584,3.590909090909089,3.426367143181297,1.1444054729352153,1,0,0,-1.2136974425661085,10.01689596910451,3,2.929865925004433,8.336989907854315,62,11,73,61.51393899639226,12.789603148573303,0.16185320352130533,0.8204633204633272,0,0,1,9.095260890378153,0.0,0.0,0.0,3.443000357653297,3.1375958269238566,0,1
60,2026-09-18,2026-09-21,600261,阳光照明,3.51,10.031,0.08205519948451466,10.03134796238243,11.428571428571432,9.687499999999982,9.345794392523366,8.333333333333325,1.602890197601134,1,1,1,0.0,13.961038961038952,3,2.670930674247123,9.401709401709391,62,11,73,61.51393899639226,12.789603148573303,0.16185320352130533,-0.31347962382444194,0,0,1,10.377358490566024,0.0,0.0,0.0,3.779069881881754,5.824241865054013,0,1
61,2026-09-18,2026-09-21,601155,新城控股,12.24,9.874,0.08018093080329608,9.874326750448837,8.510638297872353,5.245055889939798,0.6578947368421018,11.882998171846438,0.8637507757056674,1,0,1,-0.08163265306122547,12.81105990783411,1,3.314064275394299,9.477124183006538,62,11,73,61.51393899639226,12.789603148573303,0.16185320352130533,-0.4488330341113178,0,0,1,10.369702434625783,0.0,0.0,0.0,2.3414925836540554,1.7247777348413604,0,1
62,2026-09-18,2026-09-21,600621,华鑫股份,14.1,9.984,0.07900148218534278,9.98439937597504,10.675039246467822,9.133126934984514,2.5454545454545396,10.588235294117654,1.105339660978809,1,0,0,0.0,11.023622047244096,2,2.9987590277402068,8.297872340425531,62,11,73,61.51393899639226,12.789603148573303,0.16185320352130533,1.170046801872071,0,0,1,8.712413261372397,0.03418803418803498,0.30935808197989356,0.03418803418803498,3.513114940135247,3.4543467732543593,0,1
