rank,date,prediction_date,code,name,price,change_pct,score,context_source,ret_1d,ret_3d,ret_5d,ret_10d,ret_20d,volume_5_vs_20,close_above_ma20,ma5_gt_ma10,ma10_gt_ma20,near_high20_pct,above_low20_pct,up_days_5,volatility_10d,amplitude_1d,market_first_count,market_2plus_count,market_zt_count,prev_market_first_count,prev_market_2plus_count,prev_market_1to2_rate,open_gap_pct,open_gap_band_high,open_gap_band_mid,open_gap_band_low,open_to_close_pct,lower_wick_ratio,intraday_pullback_pct,open_position_in_day,amplitude_vs_20d,volume_vs_20d,near_limit_open,close_near_high
1,2026-09-21,2026-09-22,000607,华媒控股,4.53,9.951456310679617,0.4611881460878557,same_date_previous_context,9.951456310679617,16.45244215938304,17.66233766233767,16.752577319587637,24.450549450549453,1.8374738525289802,1,1,1,0.0,23.433242506812,4,4.6149538274489865,0.0,73,21,94,73.0,21.0,0.20967741935483872,9.951456310679617,1,0,0,0.0,0.0,0.0,0.0,0.0,1.1110943581099861,1,1
2,2026-09-21,2026-09-22,600825,新华传媒,5.84,9.981167608286267,0.45933979110887185,same_date_previous_context,9.981167608286267,11.238095238095225,12.959381044487417,19.672131147540984,14.734774066797641,1.4294367622911621,1,1,1,0.0,19.672131147540984,3,3.9882559464588354,0.0,73,21,94,73.0,21.0,0.20967741935483872,9.981167608286267,1,0,0,0.0,0.0,0.0,0.0,0.0,0.2644218791242655,1,1
3,2026-09-21,2026-09-22,002614,奥佳华,6.25,10.035211267605648,0.3729238945976068,same_date_previous_context,10.035211267605648,14.25959780621573,12.007168458781358,8.131487889273359,15.5268022181146,0.5605407492066949,1,1,0,0.0,14.25959780621573,3,3.498443082286747,0.7999999999999973,73,21,94,73.0,21.0,0.20967741935483872,9.154929577464799,1,0,0,0.8064516129032251,0.0,0.0,0.0,0.27249068689444644,0.7205430766751739,1,1
4,2026-09-21,2026-09-22,600743,华远控股,2.33,9.905660377358494,0.33494752781400194,same_date_previous_context,9.905660377358494,13.658536585365866,12.01923076923077,9.38967136150235,4.954954954954949,0.6952735879715572,1,0,0,-1.2711864406779627,14.778325123152714,4,3.6478161992919818,0.0,73,21,94,73.0,21.0,0.20967741935483872,9.905660377358494,1,0,0,0.0,0.0,0.0,0.0,0.0,0.45813097797954566,1,1
5,2026-09-21,2026-09-22,600301,华锡有色,49.97,9.993396434074398,0.2313500472020358,same_date_previous_context,9.993396434074398,5.310853530031601,11.714732841493403,4.496026767043082,-2.000392233771331,1.0415670965590884,1,1,0,0.0,11.714732841493403,3,3.0839042031804147,0.2001200720432288,73,21,94,73.0,21.0,0.20967741935483872,9.993396434074398,1,0,0,0.0,1.0,0.20052135552437456,1.0,0.05084992882141252,0.6152568705684524,1,1
6,2026-09-21,2026-09-22,002303,美盈森,6.27,9.999999999999986,0.19253560544550263,same_date_previous_context,9.999999999999986,8.290155440414493,21.276595744680836,19.428571428571416,32.838983050847446,1.3715123698890348,1,1,1,0.0,29.81366459627328,4,5.160075052633655,4.784688995215308,73,21,94,73.0,21.0,0.20967741935483872,4.912280701754401,0,0,1,4.849498327759183,0.0333333333333356,0.16750418760469454,0.0333333333333356,0.9257169385437192,0.5839090148247486,0,1
7,2026-09-21,2026-09-22,002585,双星新材,12.71,10.043290043290053,0.18636794088290495,same_date_previous_context,10.043290043290053,4.437140509449478,15.967153284671532,39.21139101861992,29.429735234215883,2.1953160612234903,1,1,1,0.0,43.29199549041716,3,10.780763307147428,6.766325727773416,73,21,94,73.0,21.0,0.20967741935483872,2.6839826839826664,0,0,1,7.1669477234401535,0.011627906976743922,0.08438818565401629,0.011627906976743922,1.628400528028691,1.4855983140562687,0,1
8,2026-09-21,2026-09-22,002172,澳洋健康,5.81,10.037878787878785,0.17441670443211496,same_date_previous_context,10.037878787878785,13.698630136986289,15.737051792828694,25.485961123110144,30.85585585585584,1.043739832321617,1,1,1,0.0,38.00475059382422,3,5.468990156346318,2.409638554216862,73,21,94,73.0,21.0,0.20967741935483872,7.765151515151514,0,1,0,2.1089630931458547,0.14285714285714649,0.3527336860670305,0.14285714285714649,0.3002838622875891,0.6096622601620655,0,1
9,2026-09-21,2026-09-22,001201,东瑞股份,16.08,9.986320109439117,0.15343072575789812,same_date_previous_context,9.986320109439117,16.94545454545453,17.2866520787746,22.84186401833459,36.155800169347984,1.6164481189308357,1,1,1,0.0,33.44398340248959,4,4.719362607251876,9.514925373134314,73,21,94,73.0,21.0,0.20967741935483872,1.7783857729138264,0,0,1,8.064516129032251,0.21568627450980432,2.268041237113394,0.21568627450980432,2.3449439891694754,2.059517623371322,0,1
10,2026-09-21,2026-09-22,002084,海鸥住工,6.12,10.07194244604317,0.1522034488145214,same_date_previous_context,10.07194244604317,13.543599257884974,13.754646840148709,-15.586206896551724,54.936708860759495,0.8768143360257676,1,0,0,-15.586206896551724,40.68965517241381,4,7.861769806783483,8.169934640522875,73,21,94,73.0,21.0,0.20967741935483872,1.0791366906474975,0,0,1,8.896797153024917,0.0,0.0,0.0,1.4486267527324945,0.6166642437038257,0,1
11,2026-09-21,2026-09-22,603042,华脉科技,19.03,10.000000000000009,0.14483075118638725,same_date_previous_context,10.000000000000009,10.897435897435903,17.68707482993197,23.331173039533383,38.90510948905111,1.7360062765631443,1,1,1,0.0,38.198983297022515,3,5.252768895252035,9.668943772990014,73,21,94,73.0,21.0,0.20967741935483872,-0.28901734104046506,0,0,1,10.318840579710153,0.03260869565217322,0.3490401396160525,0.03260869565217322,1.7713946032831536,1.588736626416713,0,1
12,2026-09-21,2026-09-22,603663,三祥新材,49.82,10.00220799293443,0.1445026216737178,same_date_previous_context,10.00220799293443,11.081382385730198,14.213663457129755,24.20842682622788,19.73083393415045,0.9809745282591328,1,1,1,0.0,30.41884816753926,3,5.329194138438709,6.6639903653151356,73,21,94,73.0,21.0,0.20967741935483872,3.930227423272248,0,0,1,5.842362438920756,0.1716867469879519,1.2258064516128986,0.1716867469879519,1.211524650083871,0.9975064885196763,0,1
13,2026-09-21,2026-09-22,002388,新亚制程,7.95,9.958506224066376,0.13911699066655248,same_date_previous_context,9.958506224066376,17.256637168141587,26.996805111821097,23.25581395348837,28.2258064516129,1.1783687515857426,1,1,1,0.0,29.05844155844155,4,6.8902349168778185,10.440251572327044,73,21,94,73.0,21.0,0.20967741935483872,-0.5532503457814641,0,0,1,10.570236439499304,0.0843373493975907,0.9831460674157411,0.0843373493975907,1.9855977103604225,1.3432194714023065,0,1
14,2026-09-21,2026-09-22,002724,海洋王,7.84,9.957924263674611,0.13897937319510964,same_date_previous_context,9.957924263674611,7.840440165061913,15.805022156573113,14.28571428571428,22.691705790297334,1.3087715628717271,1,1,1,0.0,18.60816944024204,3,4.315317010569167,9.821428571428566,73,21,94,73.0,21.0,0.20967741935483872,1.1220196353436185,0,0,1,8.737864077669899,0.1818181818181815,1.980198019801982,0.1818181818181815,1.9654467677051302,1.5337319171650146,0,1
15,2026-09-21,2026-09-22,603819,神力股份,17.33,10.031746031746014,0.1341792299812645,same_date_previous_context,10.031746031746014,10.734824281150157,11.51866151866152,1.4637002341920446,27.33284349742835,0.9222774545498006,1,0,1,0.0,26.311953352769656,4,3.847307152231182,8.828620888632416,73,21,94,73.0,21.0,0.20967741935483872,0.952380952380949,0,0,1,8.993710691823885,0.06535947712418287,0.6329113924050667,0.06535947712418287,1.9513091238401556,1.1895206353574372,0,1
16,2026-09-21,2026-09-22,603319,XD美湖股份,32.18,10.017094017094008,0.1326971285803063,same_date_previous_context,10.017094017094008,13.589834098129195,16.215240158902123,5.4736152081284795,26.444007858546172,0.8049223831024949,1,1,1,0.0,22.777565814574572,4,4.128022159297397,8.638906152889996,73,21,94,73.0,21.0,0.20967741935483872,1.4700854700854693,0,0,1,8.423180592991919,0.10071942446043203,0.952380952380949,0.10071942446043203,1.7014456360108787,1.800630642125057,0,1
17,2026-09-21,2026-09-22,002080,中材科技,66.24,9.996678844237783,0.13245606000517549,same_date_previous_context,9.996678844237783,18.53972798854686,25.47831028603902,31.952191235059747,34.007687639085574,1.7081943603825398,1,1,1,0.0,39.629005059021914,5,7.548176931208649,10.929951690821248,73,21,94,73.0,21.0,0.20967741935483872,-2.0092992361341766,0,0,1,12.252160650737153,0.0013812154696129857,0.016949152542378165,0.0013812154696129857,1.9209286574263578,2.4227977769459157,0,1
18,2026-09-21,2026-09-22,002367,康力电梯,6.28,9.982486865148864,0.12930160579892241,same_date_previous_context,9.982486865148864,13.357400722021673,11.942959001782526,9.02777777777779,17.383177570093466,1.0472703466100197,1,0,1,0.0,16.945996275605225,4,3.372489667781426,5.8917197452229315,73,21,94,73.0,21.0,0.20967741935483872,6.304728546409821,0,1,0,3.4596375617792496,0.4324324324324327,2.7072758037224975,0.4324324324324327,1.696768405049127,1.9017905646270334,0,1
19,2026-09-21,2026-09-22,000560,我爱我家,3.19,10.000000000000009,0.128042502000851,same_date_previous_context,10.000000000000009,20.37735849056603,19.02985074626864,1.9169329073482455,47.004608294930875,0.7501079369370441,1,0,1,-7.267441860465118,33.47280334728033,4,8.075614781082136,13.166144200626958,73,21,94,73.0,21.0,0.20967741935483872,-3.103448275862064,0,0,1,13.523131672597867,0.09523809523809534,1.4440433212996373,0.09523809523809534,1.924997562565728,0.9686801838458645,0,1
20,2026-09-21,2026-09-22,600712,南宁百货,5.89,10.093457943925245,0.1269201656086359,same_date_previous_context,10.093457943925245,18.75,-2.321724709784423,-1.340033500837523,13.051823416506704,1.4743692221883824,1,0,1,-13.762811127379216,18.75,3,10.419926240863354,9.337860780984718,73,21,94,73.0,21.0,0.20967741935483872,0.9345794392523477,0,0,1,9.074074074074057,0.10909090909091003,1.1235955056179803,0.10909090909091003,1.8144144238950144,1.7951427394154797,0,1
21,2026-09-21,2026-09-22,600664,哈药股份,8.25,10.000000000000009,0.1258607519512354,same_date_previous_context,10.000000000000009,12.092391304347828,13.013698630136993,3.125,0.36496350364962904,1.020179971626865,1,1,0,-13.066385669125403,18.02575107296136,4,4.232108670822724,8.363636363636369,73,21,94,73.0,21.0,0.20967741935483872,0.8000000000000007,0,0,1,9.126984126984139,0.0,0.0,0.0,1.2913510818457885,0.5255474069317653,0,1
22,2026-09-21,2026-09-22,001234,泰慕士,26.59,10.012412081092247,0.1258437728251673,same_date_previous_context,10.012412081092247,16.469557599649587,16.622807017543863,14.464055101162288,21.415525114155255,1.3372283381567258,1,1,1,0.0,20.699046754425776,4,4.377141281901577,9.3644227153065,73,21,94,73.0,21.0,0.20967741935483872,-0.2896152254861395,0,0,1,10.331950207468864,0.0,0.0,0.0,2.9357105105536965,2.151382868233837,0,1
23,2026-09-21,2026-09-22,002792,通宇通讯,34.54,10.000000000000009,0.1251946024785319,same_date_previous_context,10.000000000000009,12.654924983692094,15.906040268456367,14.903526280771784,13.993399339933998,1.194885822408873,1,1,1,0.0,17.80354706684857,4,3.9196649723644006,6.311522872032425,73,21,94,73.0,21.0,0.20967741935483872,3.5350318471337516,0,0,1,6.244232543832662,0.06880733944954064,0.46353522867736974,0.06880733944954064,1.5751623556339256,2.572688069112778,0,1
24,2026-09-21,2026-09-22,001389,广合科技,185.93,9.998225167130093,0.12435550223703382,same_date_previous_context,9.998225167130093,7.873056393594791,8.451936537564176,10.751727424350733,24.284759358288778,1.2525992409613975,1,1,1,0.0,23.067249139528712,3,2.607367283057473,6.631527994406504,73,21,94,73.0,21.0,0.20967741935483872,2.9403064544755386,0,0,1,6.85632183908047,0.03244120032441243,0.23041474654377225,0.03244120032441243,1.423343279302148,2.148685045124516,0,1
25,2026-09-21,2026-09-22,002963,豪尔赛,22.62,10.019455252918297,0.12246345834260695,same_date_previous_context,10.019455252918297,9.222597778850794,16.838842975206614,2.121896162528225,22.468868435300493,0.5831501878293837,1,0,1,0.0,20.127456186935767,3,4.688180401516185,9.106984969053944,73,21,94,73.0,21.0,0.20967741935483872,0.3891050583657574,0,0,1,9.593023255813948,0.03883495145631154,0.3891050583657574,0.03883495145631154,1.2547627426623393,0.7825339640958038,0,1
26,2026-09-21,2026-09-22,600857,宁波中百,23.41,10.009398496240607,0.12159884688835206,same_date_previous_context,10.009398496240607,10.895310279488402,7.336084364970197,2.405949256342965,21.295336787564768,0.8336879519327907,1,0,1,-0.5099872503187441,21.92708333333333,3,4.34079917225246,10.679196924391286,73,21,94,73.0,21.0,0.20967741935483872,0.0,0,0,1,10.009398496240607,0.1480000000000004,1.7694882831181369,0.1480000000000004,1.8791383179514431,0.9775656406945002,0,1
27,2026-09-21,2026-09-22,002246,北化股份,26.27,10.008375209380226,0.1208506409500566,same_date_previous_context,10.008375209380226,13.969631236442503,14.766273481869806,22.299813780260713,35.064267352185084,1.1663157849468557,1,1,1,0.0,34.30470347648262,4,4.114727612092259,9.47849257708412,73,21,94,73.0,21.0,0.20967741935483872,-0.335008375209378,0,0,1,10.378151260504186,0.00803212851405606,0.0841042893187538,0.00803212851405606,2.647771421291927,2.3934235260545487,0,1
28,2026-09-21,2026-09-22,603020,爱普股份,12.57,9.973753280839892,0.1202281048317061,same_date_previous_context,9.973753280839892,16.388888888888875,12.533572068039401,20.749279538904908,27.484787018255584,1.8190900359417623,1,1,1,0.0,26.713709677419352,3,5.17471872237608,9.148766905330154,73,21,94,73.0,21.0,0.20967741935483872,0.0,0,0,1,9.973753280839892,0.008695652173912856,0.08756567425569628,0.008695652173912856,2.0054721394107884,2.109620044394421,0,1
29,2026-09-21,2026-09-22,605566,福莱蒽特,30.44,10.010842067220803,0.11988238725771433,same_date_previous_context,10.010842067220803,10.369833212472823,19.18559122944401,7.675981605942694,21.27490039840638,0.9596969826821369,1,1,0,0.0,21.420023932987633,3,4.787502243850912,8.902759526938242,73,21,94,73.0,21.0,0.20967741935483872,1.011926273942887,0,0,1,8.908765652951711,0.08118081180811763,0.7933645870897843,0.08118081180811763,1.7765967058501433,1.3728161007350352,0,1
30,2026-09-21,2026-09-22,000020,深华发Ａ,14.26,10.030864197530853,0.11912738590244411,same_date_previous_context,10.030864197530853,12.106918238993703,11.406249999999996,14.538152610441779,15.93495934959348,0.8612123147067773,1,0,1,-4.29530201342282,16.12377850162867,3,5.273142575913111,9.537166900420752,73,21,94,73.0,21.0,0.20967741935483872,0.23148148148146586,0,0,1,9.776751347190139,0.06617647058823521,0.6976744186046435,0.06617647058823521,1.8676095265853188,1.0774826339023253,0,1
31,2026-09-21,2026-09-22,600593,大连圣亚,48.57,10.011325028312568,0.11857352329046723,same_date_previous_context,10.011325028312568,23.368046736093472,22.219426270759925,17.745454545454553,24.029622063329946,1.6912651092415116,1,1,0,0.0,25.633729953440266,4,6.176856766911406,10.006176652254476,73,21,94,73.0,21.0,0.20967741935483872,0.09060022650055899,0,0,1,9.91174473862866,0.0987654320987648,1.098146877144801,0.0987654320987648,2.649378933308955,2.449497073454224,0,1
32,2026-09-21,2026-09-22,603151,邦基科技股份,18.35,10.011990407673865,0.11845110126706428,same_date_previous_context,10.011990407673865,9.161213563355153,6.253618992472498,-0.2175095160413254,16.507936507936517,0.7708700585580377,1,0,1,-5.167958656330751,21.122112211221133,3,5.251735236939179,9.700272479564038,73,21,94,73.0,21.0,0.20967741935483872,0.059952038369304184,0,0,1,9.946075494307971,0.06741573033707916,0.7242003621001913,0.06741573033707916,1.769654285148652,0.8413407203160556,0,1
33,2026-09-21,2026-09-22,002321,华英农业,2.3,10.047846889952151,0.11630717024809666,same_date_previous_context,10.047846889952151,16.161616161616156,11.111111111111116,4.072398190045234,13.861386138613852,1.4488163385094912,1,0,1,0.0,16.161616161616156,2,4.4528616995916215,11.739130434782611,73,21,94,73.0,21.0,0.20967741935483872,0.0,0,0,1,10.047846889952151,0.2222222222222224,2.9556650246305383,0.2222222222222224,2.6851153808594943,2.5072048428312854,0,1
34,2026-09-21,2026-09-22,603093,南华期货,13.99,9.984276729559749,0.11620689532465875,same_date_previous_context,9.984276729559749,10.94369547977796,16.38935108153079,6.468797564687967,23.695844385499566,0.7252460789276939,1,0,0,0.0,21.125541125541126,5,4.3760246442762005,10.078627591136527,73,21,94,73.0,21.0,0.20967741935483872,0.0,0,0,1,9.984276729559749,0.09929078014184436,1.1128775834658322,0.09929078014184436,1.9900170879615324,1.0043316551852202,0,1
35,2026-09-21,2026-09-22,600721,百花医药,13.15,10.041841004184104,0.11562575316860425,same_date_previous_context,10.041841004184104,21.872103799814656,16.888888888888886,9.400998336106504,-7.3291050035236065,0.8687998590309602,1,1,0,-21.16306954436451,23.35834896810507,4,5.50346045944974,8.669201520912551,73,21,94,73.0,21.0,0.20967741935483872,0.502092050209213,0,0,1,9.492089925062452,0.0,0.0,0.0,1.103289549294306,0.9795639984507909,0,1
36,2026-09-21,2026-09-22,603175,超颖电子,110.17,10.004992511233146,0.11516346272672053,same_date_previous_context,10.004992511233146,8.713242549832255,12.983283765767606,21.452982030647117,22.50639386189257,1.1234990323196377,1,1,1,0.0,25.19318181818182,3,4.086869558058946,10.193337569211222,73,21,94,73.0,21.0,0.20967741935483872,-0.9985022466300508,0,0,1,11.114473020675742,0.01869991095280569,0.21224984839296468,0.01869991095280569,2.4146633285937686,1.9378420951660047,0,1
