rank,date,prediction_date,code,name,price,change_pct,score,context_source,ret_1d,ret_3d,ret_5d,ret_10d,ret_20d,volume_5_vs_20,close_above_ma20,ma5_gt_ma10,ma10_gt_ma20,near_high20_pct,above_low20_pct,up_days_5,volatility_10d,amplitude_1d,market_first_count,market_2plus_count,market_zt_count,prev_market_first_count,prev_market_2plus_count,prev_market_1to2_rate,open_gap_pct,open_gap_band_high,open_gap_band_mid,open_gap_band_low,open_to_close_pct,lower_wick_ratio,intraday_pullback_pct,open_position_in_day,amplitude_vs_20d,volume_vs_20d,near_limit_open,close_near_high
11,2026-09-24,2026-09-28,000592,平潭发展,8.78,10.02506265664158,0.14077602704811568,previous_trading_day_state,10.02506265664158,3.294117647058825,4.898446833930703,6.1668681983071405,28.928046989721,0.901324592301663,1,1,1,0.0,31.04477611940297,3,3.9782540987228847,11.16173120728929,33,13,46,32.0,12.0,0.25,0.5012531328320691,0,0,1,9.476309226932656,0.2244897959183672,2.8205128205128105,0.2244897959183672,1.6001757723366759,0.9552132839013513,0,1
12,2026-09-24,2026-09-28,002164,宁波东力,13.06,10.025273799494538,0.13392752981308975,previous_trading_day_state,10.025273799494538,17.657657657657655,29.435084241823596,24.14448669201521,20.03676470588236,2.7177630415649885,1,1,1,0.0,29.435084241823596,5,7.152870349739178,6.814701378254215,33,13,46,32.0,12.0,0.25,2.8643639427127443,0,0,1,6.961506961506969,0.04494382022472011,0.32867707477404196,0.04494382022472011,2.217056438302952,4.714355166603857,0,1
13,2026-09-24,2026-09-28,600792,云煤能源,5.7,10.038610038610042,0.13179200499926916,previous_trading_day_state,10.038610038610042,4.395604395604402,6.741573033707882,5.360443622920519,46.529562982005146,1.2514075992503926,1,1,1,-0.8695652173912993,43.939393939393945,3,4.83217899419592,11.754385964912279,33,13,46,32.0,12.0,0.25,-1.5444015444015413,0,0,1,11.764705882352944,0.10447761194029762,1.391650099403563,0.10447761194029762,1.3387761900258917,1.4594361554473745,0,1
14,2026-09-24,2026-09-28,002622,皓宸医疗,2.72,10.121457489878537,0.1289795552790257,previous_trading_day_state,10.121457489878537,0.0,7.509881422924924,4.615384615384621,1.8726591760299671,1.816140470716986,1,1,0,0.0,11.475409836065587,2,3.558588045198901,9.558823529411772,33,13,46,32.0,12.0,0.25,1.2145748987854255,0,0,1,8.800000000000008,0.15384615384615385,1.6260162601626105,0.15384615384615385,2.1853075902768215,1.8300682171600395,0,1
15,2026-09-24,2026-09-28,600189,泉阳泉,9.1,10.036275695284157,0.12860784083612745,previous_trading_day_state,10.036275695284157,10.036275695284157,18.335500650195048,12.068965517241391,21.820615796519416,1.4720091143043217,1,1,1,0.0,19.894598155467726,4,4.78683387315281,9.560439560439553,33,13,46,32.0,12.0,0.25,0.96735187424426,0,0,1,8.982035928143706,0.13793103448275784,1.4580801944106936,0.13793103448275784,2.902368287233344,2.9231743242154318,0,1
16,2026-09-24,2026-09-28,603500,祥和实业,10.42,10.031678986272441,0.1186787348225923,previous_trading_day_state,10.031678986272441,5.894308943089421,14.505494505494498,9.799789251844038,7.644628099173567,1.7856098837125443,1,1,0,0.0,14.505494505494498,4,3.6652354161695606,7.869481765834936,33,13,46,32.0,12.0,0.25,1.372756071805692,0,0,1,8.54166666666667,0.0,0.0,0.0,2.412265881616456,2.1833822985830524,0,1
17,2026-09-24,2026-09-28,000753,漳州发展,5.35,10.082304526748963,0.11804445069732804,previous_trading_day_state,10.082304526748963,1.7110266159695797,3.4816247582204918,2.490421455938696,8.739837398373984,1.5274709419142933,1,1,1,-2.7272727272727337,10.082304526748963,2,3.4239807222550698,9.719626168224291,33,13,46,32.0,12.0,0.25,0.0,0,0,1,10.082304526748963,0.057692307692308216,0.6211180124223725,0.057692307692308216,2.318163258683753,2.0805014076312847,0,1
18,2026-09-24,2026-09-28,603042,华脉科技,18.73,9.982384028185542,0.1123836659766526,previous_trading_day_state,9.982384028185542,-1.576458223857069,5.879027699265116,11.48809523809524,29.619377162629767,1.602112176886341,1,1,1,-1.576458223857069,33.49964362081255,2,5.376844186595891,9.45008008542445,33,13,46,32.0,12.0,0.25,-0.41103934233704953,0,0,1,10.436320754716988,0.0,0.0,0.0,1.6188313565682229,1.877800713043013,0,1
19,2026-09-24,2026-09-28,000905,厦门港务,9.81,9.977578475336335,0.10750473874532188,previous_trading_day_state,9.977578475336335,4.695837780149437,8.278145695364248,3.6997885835095,10.472972972972961,1.2596549671174306,1,1,1,0.0,11.85860889395669,2,2.601865662100974,10.397553516819585,33,13,46,32.0,12.0,0.25,0.4484304932735439,0,0,1,9.486607142857139,0.16666666666666813,1.9340159271900026,0.16666666666666813,2.449351839171164,2.0040853066166426,0,1
20,2026-09-24,2026-09-28,603065,宿迁联盛,16.27,10.006761325219738,0.10593871684636261,previous_trading_day_state,10.006761325219738,14.015416958654514,16.630824372759868,19.01975128017557,-8.95355344152211,1.190260715635925,1,1,0,-6.975414522584334,20.073800738007375,3,4.7593178251378045,9.526736324523657,33,13,46,32.0,12.0,0.25,2.096010818120364,0,0,1,7.748344370860938,0.24516129032258016,2.5815217391304213,0.24516129032258016,1.7815028061264246,1.7900015880091604,0,1
21,2026-09-24,2026-09-28,002205,国统股份,12.78,9.982788296041312,0.10283351763941186,previous_trading_day_state,9.982788296041312,19.662921348314597,20.225776105362158,14.005352363960743,19.999999999999996,1.7196268083506614,1,1,0,0.0,24.19825072886297,4,5.517980004536799,15.25821596244131,33,13,46,32.0,12.0,0.25,-2.495697074010317,0,0,1,12.797881729920558,0.2564102564102565,4.616805170821792,0.2564102564102565,3.465078530108421,3.897982309888284,0,1
22,2026-09-24,2026-09-28,605018,长华集团,12.74,10.017271157167528,0.10042012091062585,previous_trading_day_state,10.017271157167528,7.4198988195615545,11.754385964912274,11.754385964912274,1.4331210191082855,1.448950548565763,1,1,0,0.0,14.878268710550046,4,3.6892013759802627,10.125588697017275,33,13,46,32.0,12.0,0.25,-1.1226252158894723,0,0,1,11.266375545851549,0.0,0.0,0.0,2.96437276962334,1.9001996239174839,0,1
23,2026-09-24,2026-09-28,002029,七 匹 狼,9.26,9.976247030878849,0.10021985911483856,previous_trading_day_state,9.976247030878849,1.091703056768556,13.202933985330079,8.051341890315044,5.949656750572085,1.7314330149224055,1,1,0,-0.537056928034374,16.185696361355074,3,5.168997200992777,9.071274298056155,33,13,46,32.0,12.0,0.25,0.7125890736342066,0,0,1,9.198113207547154,0.07142857142857204,0.7125890736342066,0.07142857142857204,2.0700987071235795,2.5333316011902673,0,1
24,2026-09-24,2026-09-28,601218,吉鑫科技,5.5,10.000000000000009,0.09977903577199,previous_trading_day_state,10.000000000000009,1.1029411764705843,-4.181184668989546,18.790496760259188,21.68141592920354,1.8293880564660483,1,1,1,-4.181184668989546,22.494432071269486,1,5.7213533624065445,10.363636363636369,33,13,46,32.0,12.0,0.25,-1.4000000000000012,0,0,1,11.561866125760645,0.0,0.0,0.0,2.1943940869628085,1.7996848648161994,0,1
25,2026-09-24,2026-09-28,603970,中农立华,12.17,10.036166365280286,0.09922778148522855,previous_trading_day_state,10.036166365280286,6.942003514938477,9.837545126353797,6.660823838737939,8.660714285714288,0.7109114883931343,1,1,0,0.0,14.595103578154433,2,3.248430862568962,10.188989317995071,33,13,46,32.0,12.0,0.25,0.8137432188065175,0,0,1,9.147982062780269,0.17741935483871016,2.0128087831656094,0.17741935483871016,2.718150868313667,1.5510478941698904,0,1
26,2026-09-24,2026-09-28,002679,福建金森,11.58,9.971509971509974,0.09616258396218563,previous_trading_day_state,9.971509971509974,4.607046070460696,8.12324929971988,3.949730700179521,19.381443298969092,0.8149542142612741,1,1,0,-10.302091402013946,12.975609756097573,3,3.17197391255249,10.535405872193444,33,13,46,32.0,12.0,0.25,-0.5698005698005604,0,0,1,10.601719197707737,0.09016393442623045,1.0617760617760652,0.09016393442623045,1.7067875275076685,1.2958979174710992,0,1
27,2026-09-24,2026-09-28,002413,雷科防务,8.97,10.061349693251543,0.09399103055133627,previous_trading_day_state,10.061349693251543,7.425149700598821,10.332103321033204,8.859223300970886,12.83018867924528,1.5450960479608342,1,1,1,0.0,12.688442211055296,3,2.6120284763625374,7.357859531772576,33,13,46,32.0,12.0,0.25,1.9631901840490906,0,0,1,7.942238267148016,0.0,0.0,0.0,2.7014320260141718,4.4439753418654275,0,1
28,2026-09-24,2026-09-28,002395,双象股份,14.05,10.023492560689128,0.08921276247648101,previous_trading_day_state,10.023492560689128,11.331220285261502,13.489499192245557,9.083850931677006,11.95219123505975,1.077464227972694,1,1,0,0.0,14.320585842148104,5,3.449784692534108,10.320284697508903,33,13,46,32.0,12.0,0.25,-1.3312451057165275,0,0,1,11.507936507936511,0.0,0.0,0.0,3.5554564520597474,2.944295431924899,0,1
29,2026-09-24,2026-09-28,603278,大业股份,9.8,9.988776655443331,0.08754802211700012,previous_trading_day_state,9.988776655443331,6.986899563318794,9.375,5.037513397642024,7.574094401756337,1.0924630671492621,1,1,0,0.0,9.988776655443331,3,2.5067381082508278,9.69387755102042,33,13,46,32.0,12.0,0.25,0.0,0,0,1,9.988776655443331,0.06315789473684255,0.6779661016949268,0.06315789473684255,3.3161338145580226,2.33114846350109,0,1
30,2026-09-24,2026-09-28,600815,厦工股份,4.65,9.92907801418439,0.079229359835591,previous_trading_day_state,9.92907801418439,22.047244094488192,27.74725274725276,28.80886426592799,14.814814814814836,1.2778492040407932,1,1,0,0.0,32.857142857142875,4,8.000144524073209,11.182795698924739,33,13,46,32.0,12.0,0.25,-1.891252955082745,0,0,1,12.04819277108433,0.03846153846153932,0.4842615012106588,0.03846153846153932,1.5997013418287278,2.560842016825483,0,1
31,2026-09-24,2026-09-28,000678,襄阳轴承,9.68,9.999999999999986,0.07787172385815416,previous_trading_day_state,9.999999999999986,7.317073170731714,7.317073170731714,6.373626373626373,7.795100222717144,1.1014067161446044,1,1,0,0.0,12.296983758700698,2,2.9102176630841328,9.814049586776852,33,13,46,32.0,12.0,0.25,-0.3409090909091028,0,0,1,10.376282782212098,0.04210526315789387,0.45819014891179677,0.04210526315789387,3.3294875775630492,2.6148850272382744,0,1
32,2026-09-24,2026-09-28,603767,中马传动,14.74,10.000000000000009,0.07698951115192605,previous_trading_day_state,10.000000000000009,8.46210448859457,9.917971662938108,8.54197349042709,3.0048916841369566,1.190360589059151,1,1,0,0.0,11.836115326251907,2,2.9400280011991735,9.905020352781554,33,13,46,32.0,12.0,0.25,0.0,0,0,1,10.000000000000009,0.08219178082191844,0.9036144578313365,0.08219178082191844,3.519415661601395,3.0383751299932458,0,1
33,2026-09-24,2026-09-28,600358,国旅联合,5.72,9.999999999999986,0.0723723430137557,previous_trading_day_state,9.999999999999986,11.71875,13.492063492063489,9.788867562380045,13.043478260869579,1.5543961128629953,1,1,0,0.0,15.090543259557343,4,3.574993156257695,9.790209790209783,33,13,46,32.0,12.0,0.25,0.19230769230769162,0,0,1,9.788867562380045,0.08928571428571402,0.9689922480620172,0.08928571428571402,3.3744767898074564,5.058050590343128,0,1
