rank,date,prediction_date,code,name,price,change_pct,score,context_source,ret_1d,ret_3d,ret_5d,ret_10d,ret_20d,volume_5_vs_20,close_above_ma20,ma5_gt_ma10,ma10_gt_ma20,near_high20_pct,above_low20_pct,up_days_5,volatility_10d,amplitude_1d,market_first_count,market_2plus_count,market_zt_count,prev_market_first_count,prev_market_2plus_count,prev_market_1to2_rate,open_gap_pct,open_gap_band_high,open_gap_band_mid,open_gap_band_low,open_to_close_pct,lower_wick_ratio,intraday_pullback_pct,open_position_in_day,amplitude_vs_20d,volume_vs_20d,near_limit_open,close_near_high
1,2026-09-24,2026-09-28,601567,三星电气,16.25,10.020311442112394,0.44571114111201915,previous_trading_day_state,10.020311442112394,11.45404663923182,14.3560872624912,21.540762902019452,10.694822888283383,0.9982008381391715,1,1,1,0.0,26.164596273291906,5,4.78578170301109,0.0,33,13,46,32.0,12.0,0.25,10.020311442112394,1,0,0,0.0,0.0,0.0,0.0,0.0,0.6443779693991883,1,1
2,2026-09-24,2026-09-28,603230,内蒙新华,18.47,10.005955926146504,0.19847201017672383,previous_trading_day_state,10.005955926146504,24.544841537424134,50.77551020408162,89.43589743589742,104.3141592920354,2.6795418881989486,1,1,1,0.0,103.19031903190319,5,15.779411149702566,8.770979967514876,33,13,46,32.0,12.0,0.25,1.1911852293031489,0,0,1,8.71100647439671,0.08641975308641804,0.8308605341246222,0.08641975308641804,1.5005185701385235,3.363226585016192,0,1
3,2026-09-24,2026-09-28,000498,山东路桥,5.65,9.922178988326857,0.19661365155619412,previous_trading_day_state,9.922178988326857,11.439842209072971,14.372469635627528,13.453815261044166,14.372469635627528,1.7701903183091356,1,1,1,0.0,16.016427104722798,5,3.9154666993508487,1.592920353982314,33,13,46,32.0,12.0,0.25,9.922178988326857,1,0,0,0.0,1.0,1.6187050359712352,1.0,1.083342851060292,4.799646164112996,1,1
4,2026-09-24,2026-09-28,603122,合富中国,14.93,10.022107590272666,0.16518948446489815,previous_trading_day_state,10.022107590272666,6.795422031473519,20.403225806451598,15.557275541795669,21.283509341998364,1.5348869567801562,1,1,1,0.0,26.204564666103124,3,6.387094472027964,12.12324179504354,33,13,46,32.0,12.0,0.25,1.1053795136330091,0,0,1,8.819241982507275,0.33149171270718303,4.573170731707332,0.33149171270718303,2.2221885019358205,2.0671215965543013,0,1
5,2026-09-24,2026-09-28,002836,新宏泽,12.27,10.044843049327357,0.15999820850515603,previous_trading_day_state,10.044843049327357,2.4207011686143476,13.191881918819192,17.867435158501443,25.717213114754102,2.6459259099769947,1,1,1,0.0,30.810234541577806,4,7.906199815871213,14.017929910350441,33,13,46,32.0,12.0,0.25,-3.0493273542600896,0,0,1,13.506012950971314,0.15116279069767438,2.4644549763033208,0.15116279069767438,2.621603539878934,2.6776569345998937,0,1
6,2026-09-24,2026-09-28,000790,华神科技,4.68,10.11764705882352,0.14996879486331935,previous_trading_day_state,10.11764705882352,8.584686774941996,19.387755102040806,13.868613138686126,10.90047393364928,2.0256966092144033,1,1,0,0.0,21.875,4,5.53991882273517,10.470085470085456,33,13,46,32.0,12.0,0.25,-0.47058823529411153,0,0,1,10.638297872340408,0.08163265306122468,0.9546539379474916,0.08163265306122468,2.5999426716697127,1.6480743045003705,0,1
7,2026-09-24,2026-09-28,000710,贝瑞基因,11.01,9.990009990009984,0.14898708752842263,previous_trading_day_state,9.990009990009984,17.37739872068229,28.92271662763468,28.321678321678313,17.252396166134165,2.0628185985725103,1,1,1,0.0,31.698564593301448,5,7.493688916183711,10.990009082652126,33,13,46,32.0,12.0,0.25,-1.9980019980019859,0,0,1,12.232415902140659,0.008264462809917186,0.10204081632652073,0.008264462809917186,2.865209854877067,1.4393765483302372,0,1
8,2026-09-24,2026-09-28,001317,三羊马,65.3,10.00673854447438,0.1479572327765633,previous_trading_day_state,10.00673854447438,8.905937291527689,31.786074672048436,27.53906249999998,23.604012871474534,1.8380917364994336,1,1,1,-1.000606428138262,38.52354688162918,4,10.610546757900313,10.275650842266455,33,13,46,32.0,12.0,0.25,-0.20215633423180668,0,0,1,10.229574611748804,0.09687034277198199,1.109404335210784,0.09687034277198199,2.1202133192577786,2.4631399929271525,0,1
9,2026-09-24,2026-09-28,603375,盛景微电子,49.25,10.00670091579181,0.14730689877745717,previous_trading_day_state,10.00670091579181,-8.457249070631967,4.809533943392208,8.575837742504412,29.503023928477525,2.038160974362468,1,1,1,-8.457249070631967,30.291005291005302,3,6.682412113720998,10.050761421319802,33,13,46,32.0,12.0,0.25,-0.6030824212642449,0,0,1,10.67415730337078,0.040404040404040956,0.4514672686230403,0.040404040404040956,1.7248615091472816,1.6937156614779096,0,1
10,2026-09-24,2026-09-28,002321,华英农业,2.27,10.194174757281548,0.14678562388140695,previous_trading_day_state,10.194174757281548,-1.304347826086949,4.128440366972463,5.092592592592582,7.582938388625604,2.081007239209509,1,1,0,-1.304347826086949,14.64646464646464,2,4.733172165132438,7.048458149779742,33,13,46,32.0,12.0,0.25,2.4271844660194164,0,0,1,7.582938388625604,0.0,0.0,0.0,1.3903168554752992,1.7187843151297628,0,1
